"IDART","DEF","PMPA","CODE","NOTA","CCOMPT_ACH","COMPO","IDRAY","IDFAM","IDSSFAM","DERPRIX","CCOMPT_VENT","FRAIS","TYP_FRAIS","Q_MINI","Q_MAXI","Q_APPRO","IMAGE","PESE","FIN_BONUS","DEBUT_BONUS","COCCIBONUS","FIN_RBT","DEBUT_RBT","NUM_PROMO","PA_PROMO","FIN_PROMO","DEBUT_PROMO","PREPARATION","IDCODE_TVA","PRIX_TTC","PRIX_PROMO","NO_PROMO","REMISE_IMMEDIATE","NO_SOLDE","NO_COM_VEND","NO_REMISE","PTS_FIDEL","COMP_DEF","GES_STOCK","ID_FAB","SOMMEIL","IDCOULEUR","IDTAILLE","IDMODELE","GES_NO_SERIE","OCCAS","WEB","MODIF","IDCODE_TVA_ACH","ABANDON","PSTVA2","IDCode_TVA2","OEUVRE_ART","POIDS","ACHETE","GRATUIT","PRESTATION","ECOTAX","NO_COM_PREST","IDSAISON","COM_PREPA","PRN_PREPA","Abonnement","N_Unite","DUREE_VALIDITE","DUREE_GARANTIE","LOCATION","DLV","TEMPS_PREPA","MAJ","DUREE_ABON","NO_IMPRIM","CREATION","VAL_PRESTATION","IDCOnsigne","IDART_COUPON","COUPON","NO_COM_REP","Billet","N_TALON","TIMBRE","N_TalonFixe","NO_FIDEL","MAJ_WEB","MAJ_TRSFT","VENTE_BLOQUE","IDAUX","PressingVente","Colisage","Coef_Com","PRixNulAutorise","PrixNegatif","CondVente","Unite","Volume","DegreAlcool","IDCATEGORIE_ALCOOL","Premix","BaseHT","Consigne","Tare","CUMP","SOLDE_OLD","ID_BEBAT1","ID_BEBAT2","ID_RECUPEL","Caution","BA","CCVENTE_CEE","CCVENTE_HORS_CEE","CCVENTE_EXO","Q_HAXE","PREPA_CARACT_SP","CREDIT_TEMPS","IDBAR_ECO","CAT_SOLDES","IDReM_ART","CCACHAT_CEE","CCACHAT_HORS_CEE","CCACHAT_EXO","CODE_NC","PVC","COLORIS","NEGOCE","OPTIONS","ArticlePropre","REmisePromo"
"1483","LAPIN BEIGE SABLE","11.25","","","606000000","0","1","8","0","11.25","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.9","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43015.43466435185","0J0","0","43015","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","24.08","0","0","11.25","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1484","LAPIN BRUN CACAO","11.25","","","606000000","0","1","8","0","11.25","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.9","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43015.43466435185","0J0","0","43015","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","24.08","0","0","11.25","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1485","OURS PRESTIGE","35","","","606000000","0","1","8","0","35","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","79.90000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43015.43466435185","0J0","0","43015","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","66.58","0","0","35","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1486","ULTRA GINGEMBRE ","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1487","ULTRA ORANGE","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1488","CHOCO MENTHE","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1489","SPECULOS","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1490","CHOCO NOISETTE","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1491","ULTRA SESAME","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1492","PICO FRUITS","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1493","TOURNICOCO","3.3","","","606000000","0","2","0","0","3.3","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.3","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1494","ULTRA NOISETTE","3.45","","","606000000","0","2","0","0","3.45","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.45","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1495","RICOOKIE","3.45","","","606000000","0","2","0","0","3.45","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.45","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1496","ULTRA CITRON","3.45","","","606000000","0","2","0","0","3.45","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.45","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1497","CARDAMIEL","3.45","","","606000000","0","2","0","0","3.45","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","180","0","43020.3712037037","0J0","0","43019","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.26","0","0","3.45","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1498","CORBEILLE UN INSTANT DE BONHEUR","1.02","","","606000000","0","4","0","0","1.02","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","1.3","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.72364583334","0J0","0","43020","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","1.08","0","0","1.02","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1499","PANIER OVALE UN INSTANT DE BONHEUR","1.72","","","606000000","0","4","0","0","1.72","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.1","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.72364583334","0J0","0","43020","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","1.75","0","0","1.72","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1500","CORBEILLE NOEL EN FÊTE","1.02","","","606000000","0","4","0","0","1.02","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","1.3","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.72364583334","0J0","0","43020","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","1.08","0","0","1.02","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1501","CORBEILLE RECTANGLE INSTANTS DE GOURMANDISES","2.98","","","606000000","0","4","0","0","2.98","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.6","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.72364583334","0J0","0","43020","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","3","0","0","2.98","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1502","CORBEILLE RECTANGLE RENDEZ-VOUS GOURMAND","2.85","","","606000000","0","4","0","0","2.85","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.72364583334","0J0","0","43020","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.92","0","0","2.85","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1503","CAGETTE AJOUREE","1.83","","","606000000","0","4","0","0","1.83","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.2","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43020.72364583334","0J0","0","43020","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","1.83","0","0","1.83","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1504","CHEVAL ARGENT","23.99","","","606000000","0","1","1","0","23.99","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","59.9","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43027.37695601852","0J0","0","43027","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","49.92","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1505","HUILE AROMATISÉE À L'AIL 25CL","4.9","","","606000000","0","2","13","33","4.9","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36832175926","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9.289999999999999","0","0","4.9","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1506","HUILE AROMATISÉE À LA TRUFFE NOIRE 25CL","7.5","","","606000000","0","2","13","33","7.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","13.9","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36834490741","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","13.18","0","0","7.5","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1507","HUILE AROMATISÉE AU BASILIC 25CL","4.9","","","606000000","0","2","13","33","4.9","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36833333333","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9.289999999999999","0","0","4.9","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1508","HUILE AROMATISÉE AU PIMENT D'ESPELETTE 25CL","4.9","","","606000000","0","2","13","33","4.9","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36836805556","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9.289999999999999","0","0","4.9","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1509","HUILE D'OLIVE VIERGE DE KALAMATA (AOP) 25CL","4","","","606000000","0","2","13","33","4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36835648148","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9.289999999999999","0","0","4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1510","HUILE VIERGE DE NOIX 25CL","6.5","","","606000000","0","2","13","33","6.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","13.9","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36835648148","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","13.18","0","0","6.5","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1511","VINAIGRE A L'ESTRAGON 25CL","3.55","","","606000000","0","2","13","33","3.55","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36832175926","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","3.55","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1512","VINAIGRE A LA PULPE D'OIGNON ROUGE 25CL","4.4","","","606000000","0","2","13","33","4.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36836805556","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","4.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1513","VINAIGRE A LA PULPE DE CITRON 25CL","4.4","","","606000000","0","2","13","33","4.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36834490741","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","4.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1514","VINAIGRE A LA PULPE DE FIGUE 25CL","4.4","","","606000000","0","2","13","33","4.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36833333333","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","4.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1515","VINAIGRE A LA PULPE DE FRAMBOISE 25CL","4.4","","","606000000","0","2","13","33","4.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36833333333","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","4.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1516","VINAIGRE A LA PULPE DE FRUIT DE LA PASSION 25CL","4.4","","","606000000","0","2","13","33","4.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43028.36835648148","0J0","0","43028","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","4.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1517","PAUSE COPINES TISANE 1KG","25.87","","","606000000","0","2","11","22","25.87","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","72","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41113425926","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","68.25","0","0","25.87","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1518","SUCRE D'ORGE INFUSION 1KG","34","","","606000000","0","2","11","18","34","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","82","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41113425926","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","77.73","0","0","34","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1519","SANS SOUCIS BIO INFUSION 1KG","28.59","","","606000000","0","2","11","18","28.59","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","84","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41113425926","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","79.62","0","0","28.59","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1520","SI T'ES SAGE INFUSION 1KG","24.51","","","606000000","0","2","11","0","24.51","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","72","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41113425926","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","68.25","0","0","24.51","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1521","MANGO TANGO INFUSION 1KG","31.31","","","606000000","0","2","11","0","31.31","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","92","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41113425926","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","87.2","0","0","31.31","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1522","LE YING ET LE YANG THÉ VERT & BLANC 1KG","24.43","","","606000000","0","2","11","0","24.43","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","69","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41114583334","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","65.40000000000001","0","0","24.43","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1523","GEN MAI CHA THÉ VERT & BLANC 1KG","35.38","","","606000000","0","2","11","0","35.38","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","77","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41114583334","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","72.98999999999999","0","0","35.38","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1524","UN PEU, BEAUCOUP ... ARMAND THÉ VERT 1KG","25.87","","","606000000","0","2","11","0","25.87","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","76","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41114583334","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","72.04000000000001","0","0","25.87","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"1525","L'ORANGER DE NAVEL THÉ VERT 1KG","25.87","","","606000000","0","2","11","0","25.87","706000000","0","1","0","0","0","","1","","","0","","","","0","","","0","4","72","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","4","0","0","4","0","1","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43032.41114583334","0J0","0","43032","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","68.25","0","0","25.87","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
